Advertising Expenditure,Campaign Engagement Score,Discount Percentage,Average Customer Rating,Product Price,Return Rate,Length of Product Description,Region,Popularity,Sales
485.9194901,53.24073965,28.74885226,4.585984814,1399.737777,1.923184399,292.3329639,North,High,21268.91205
683.0860258,50.09258405,29.41564447,4.663284012,1194.514198,1.770694913,280.6560369,North,Very High,31346.86389
722.4620854,56.60349263,34.90880549,4.667219867,1663.089091,2.650896204,288.4746691,West,High,28207.45605
610.1342279,50.63868036,28.91259675,4.215170023,1634.105592,0.773133315,268.9424143,North,Very High,21077.65108
637.8755102,46.01122445,20.80536272,4.621022227,1579.043872,2.362916665,275.8072451,East,Very High,22552.79924
655.4477307,29.98258512,27.12208979,4.332631268,949.7214657,1.80988246,244.5005047,West,Moderate,25567.93516
521.0682161,38.03433285,31.89423885,4.477616569,1238.520515,1.660202391,254.5441117,South,Very High,20151.47092
754.759078,98.75,33.05007989,4.35779778,1532.691807,0.739987614,129.1908111,West,Very High,30798.76538
676.9520352,74.17657749,32.08123254,4.679272391,1543.15937,2.014364026,298.906547,West,Very High,29431.27252
559.7096552,43.49727756,32.72054321,4.015093781,1566.561486,1.048594677,286.3122586,West,Low,20435.50673
670.6953238,55.82327287,33.36295974,4.157470522,1032.945262,4.465544007,252.0067691,South,Low,26990.54181
601.8130977,53.71901861,35.5485326,4.687220346,1221.786844,0.728163069,339.6286046,South,Very High,27025.90274
652.1394471,41.38553718,29.22502012,4.502956067,1336.030109,0.768520593,230.1728605,North,Very High,24605.96274
481.1511452,26.30420209,32.88882904,4.799145066,961.4283639,1.997701624,176.0738235,North,Very High,22877.34598
553.2681852,26.07684604,24.30858477,4.576206217,1277.486014,0.302267748,280.7069525,South,Moderate,27360.43201
667.5600375,76.99949503,25.71146499,4.337705004,1389.45434,0.911929718,329.5358188,North,Moderate,25031.00473
505.7406197,36.93028753,28.17554612,4.692227422,1320.715959,1.542911127,240.1989143,South,Moderate,23415.89329
575.6884837,36.5124218,30.47052632,4.607407472,1449.264789,1.57096261,325.5939416,West,High,17513.80214
575.2071404,54.70927668,21.91446314,4.073315131,1275.246112,0.407893004,222.3081275,East,Low,26609.54259
491.7823666,27.49023514,23.78749322,4.329149018,1478.645873,2.507867471,277.9312483,North,High,18522.84034
674.1713116,68.7115982,35.06416551,4.186944906,1664.435411,3.123608529,235.7811686,South,Low,21445.30826
640.5928202,39.62103871,34.45449221,4.72042145,1388.305647,1.480742586,224.2223453,South,High,26222.44155
625.7109029,51.88186537,30.29849866,4.84120776,1250.211227,0.455751293,278.9328037,West,Very High,26215.1488
658.31677,58.54441134,30.28026809,4.744594139,1441.096959,0.401938592,259.1154366,West,High,29072.07013
695.8648062,59.46086687,31.22604884,4.152634795,1431.442293,0.771649821,237.5478614,South,Low,26050.90602
371.763742,26.60668966,26.28441493,4.557851256,742.1343623,1.902832565,215.9083056,West,High,25085.01108
626.5773452,35.07283523,32.32824113,4.656832772,1719.115345,0.733654325,257.7305364,South,Very High,24117.64778
691.451507,73.80470989,33.72139164,4.235393454,1202.516001,0.571454709,255.6039308,South,Moderate,30189.2894
683.8845155,64.68548195,32.31339122,4.676777511,1509.317102,1.840097602,266.784086,South,Very High,26945.12249
662.0226917,51.2040842,32.52621941,4.184012612,1644.065401,1.399742923,239.7683857,West,Low,25163.57443
801.5,89.51752417,33.46433247,4.389388283,1583.226596,1.790240485,293.491927,North,Moderate,30276.97794
609.0725908,38.2031346,36.27468672,4.385966309,1210.479804,2.296594618,163.5967047,West,Very High,25762.93591
585.9017764,46.66253558,23.38852052,4.445456904,1294.538264,1.033513195,254.8328126,East,Very High,25705.99221
586.8587135,60.57982784,28.23023325,4.595559405,862.5350417,1.405781711,294.2846943,North,Moderate,29831.87667
493.2824376,25.11940277,20.53277951,4.451158001,1261.36627,1.077577689,260.0024925,South,Moderate,22003.4242
526.5730174,67.30043552,31.50283758,4.531777847,1144.005788,1.603745234,351.7800062,West,Very High,24498.32334
694.9073441,61.79461868,32.18962915,4.591380524,1569.693038,1.357893156,214.9522736,North,Very High,27865.64852
675.6971673,41.71475928,28.42028862,3.905709946,1569.093,2.037513657,261.5527919,South,Low,20986.57872
618.920015,49.9800197,23.22396696,4.467471456,1466.330939,2.514991988,264.0557343,North,Very High,23254.25878
618.4783108,54.25711959,22.47751601,4.635307869,1465.848728,2.282329458,172.2844257,South,Very High,25123.34499
713.737649,59.161038,25.24152663,4.497218814,1282.562912,0.597917789,320.3867779,East,Moderate,31782.52284
538.1381672,38.04915748,28.54454615,4.686862256,1372.926857,1.151067249,318.7550953,West,High,22282.12737
610.9613972,55.58160471,27.22749304,4.493358411,1458.439244,1.075931753,248.8039532,South,Moderate,23388.2458
711.8260913,56.74913844,27.35048778,4.261807441,1396.982043,1.282715039,223.7679868,East,Very High,27913.44062
631.0057651,34.81529643,24.54791719,4.634334944,1386.217382,2.793055311,218.1185319,North,Very High,23185.66963
591.8686998,55.92584318,25.37701558,4.399691895,1581.757764,0.766495625,235.6903304,West,High,23640.59752
693.6145414,63.8009857,31.90797856,4.632214975,1487.08908,1.029656545,223.7010974,North,Moderate,26326.29165
535.0049631,23.67244174,22.67274761,4.49974488,1328.534215,1.490425981,300.5413015,North,High,21690.42785
374.2677578,43.93485787,26.46477806,4.606144322,1373.016007,1.160337078,221.4206107,South,High,16373.57494
633.247749,41.06015386,33.66158215,4.417152496,1396.515268,0.896944531,192.2205438,South,Very High,28536.90479
628.6610078,55.36021076,26.76168239,4.371646271,1512.861924,1.851134674,230.5167984,West,Very High,23512.63128
546.3338436,39.40303079,28.49794569,4.404090225,1485.421113,1.455113195,217.9796421,West,Very High,19515.72526
588.2451575,43.51994334,27.90471399,4.659649075,1400.692358,1.097346225,240.4201848,North,High,23097.56628
507.6021916,25.34960479,26.12101658,4.787811884,940.510126,0.387687371,322.5704681,West,Moderate,20465.00524
672.6326293,45.12135494,24.90350818,4.083302065,1670.299943,2.383994051,311.6219221,East,Low,24612.55747
596.6131065,44.82857029,30.041331,4.130672682,1339.537372,0.902637218,178.6333369,East,Low,25738.20985
665.14004,51.9445039,31.51385798,4.246878208,1116.840829,3.66875278,206.9380804,East,Very High,30639.2447
699.914575,51.86129075,30.17743041,3.843907091,1703.979176,3.051405258,162.2413762,West,Low,23160.55845
497.3685871,39.58997661,25.84950362,4.685572306,891.9292835,2.311553234,243.1033744,South,Very High,24729.02635
696.4231119,52.08890012,30.9198895,4.658496535,1467.631273,0.762020554,230.6937931,South,Very High,28780.61125
708.3250648,46.43997583,33.61856963,4.617580558,1385.272984,1.00561022,301.4910659,South,Very High,28527.75577
664.3433991,63.75679892,34.06373421,4.622413015,1638.42334,1.576563394,258.9563195,East,High,28701.25012
324.2096605,44.78238016,20.49861843,4.480142228,1286.903785,1.013704271,201.7529788,East,Very High,16197.50409
677.4368996,52.99853753,34.18853546,4.665861584,1716.376119,1.376115793,207.3953938,East,High,27174.41534
650.1168986,36.99000917,34.29521298,4.217082474,1417.313534,0.23096081,252.875389,West,Moderate,22931.98627
588.7295782,68.46963506,25.70411462,3.997802973,1537.914655,2.666704971,279.9005128,West,Low,25133.42282
726.8655873,82.08230927,31.51667842,4.442898094,1296.824733,2.118763463,204.1407377,South,Moderate,25706.20289
650.8878124,58.03680581,26.09647842,4.416946522,1516.40154,1.321000592,214.1552696,West,Moderate,26255.25019
658.5008638,41.20307634,32.09466078,4.11067983,1157.377663,3.784841559,243.8096948,East,Low,29683.5947
684.8713363,58.58327807,33.84998901,4.123403776,1464.99041,0.954504661,150.5787064,North,Low,25322.6222
610.323929,51.57094616,32.68439714,4.556648215,1618.846728,3.743835221,205.38688,North,Very High,19336.71751
749.9663381,63.37562994,29.97217182,4.828233757,1546.331851,0.291217571,161.4810239,East,High,32189.67853
595.4520033,52.83567227,18.74397815,4.361955926,1600.274431,0.321355539,288.4761967,South,High,20440.45382
718.6785346,40.78013935,29.58171291,4.268561316,1549.741465,2.55709883,202.7156168,East,Very High,24268.81711
597.3567004,49.26782754,31.74661052,4.709111526,1631.560292,1.043683688,256.9086141,East,High,21664.89309
635.2054516,46.25839063,20.32244272,4.24999412,1473.916515,1.605783268,264.0170725,North,High,21645.27534
650.7531655,62.36392943,34.03635557,3.973642709,1735.133253,2.055247367,218.6335638,North,Low,22362.28296
650.8114227,66.33840364,36.6691325,4.607648076,1382.133948,3.191243222,286.6453342,East,Very High,24483.43691
513.0923023,27.14433173,23.6236478,4.425350229,1241.325604,0.920731359,307.5037794,West,High,22752.80904
616.0782312,23.69808863,33.86113595,4.558801606,1218.381499,1.513290473,294.7378995,East,Moderate,23101.07008
521.8901783,32.86009067,22.46363837,4.730788455,1330.774823,1.430971411,165.3803797,East,High,21376.66143
636.0079468,58.94233944,18.38277562,4.474288005,1446.177733,0.34694917,312.9006284,West,Moderate,28020.86827
689.7928768,65.9256216,34.13305102,4.57558126,1447.328235,1.847865811,417.0236146,South,Very High,27602.90672
609.8487719,42.21990827,29.25719306,4.405182819,1363.048447,2.12927355,185.6837801,North,Very High,22766.70805
601.3810431,37.63764185,25.09357101,4.316429073,1401.977297,1.659001769,227.8054638,North,Very High,24973.81444
545.8049539,54.36074605,33.44936204,3.82703478,1472.08647,1.554452867,288.7981457,South,Low,15582.57885
318.5715143,42.54153977,27.88061752,4.468156261,1465.130424,2.302143326,253.1736597,South,Very High,11134.99597
734.1800014,47.26256253,30.88457226,4.504814062,1773.559521,2.135592308,415.8022052,North,Very High,26615.38992
658.2749134,61.91924222,28.49873472,4.289443187,1470.922486,0.744671778,222.1988388,North,Moderate,27268.63027
560.3215488,50.70965674,37.25363746,3.964590452,931.2186248,3.481577205,365.5537466,West,Low,20985.61429
560.4086448,45.88182206,31.34145248,4.440226741,1492.014539,2.410508395,215.376765,West,Very High,18321.87912
646.5148273,60.12627214,31.34760646,4.6159177,1248.656237,1.10599469,182.3228021,East,Very High,26743.61567
447.3578153,25.36333078,21.95867834,4.677250636,588.598438,0.975856718,216.6707589,West,Very High,28105.52585
651.1798471,50.98475944,28.51154213,4.27210715,1942.824769,1.131524619,186.0286682,South,Very High,23554.42646
567.8128635,46.19928728,25.83342379,4.34146253,1262.217371,2.239753788,200.581469,East,High,22278.75663
547.9830956,47.11660958,25.68242078,4.291435115,1423.796564,2.721746208,236.0009101,North,Moderate,18577.1936
584.4312231,63.98340724,24.1263916,4.176775081,1241.766854,3.403116591,233.2302843,West,Low,25315.78727
623.8238197,60.90624086,36.43513993,4.838647574,1644.219801,1.333124253,216.8960947,West,High,26467.00158
684.683751,46.81533401,34.68874461,4.364542972,1236.311138,0.608169475,213.0561743,North,High,27334.02744
550.6163951,44.03313909,25.14322842,4.556191096,1587.281614,1.168956458,241.3635928,North,Very High,21794.37807
583.5793995,43.43551139,29.78338634,4.201973044,1204.578527,0.791298569,171.1082735,West,Very High,23577.15381
464.9700109,46.17212312,27.07171833,4.575129051,1319.883309,2.365341342,290.4878631,West,Moderate,18186.94179
633.6213096,62.91363798,26.07161002,4.567707528,1374.659907,1.231165871,293.8082483,West,High,26749.72137
462.3625607,48.11329326,25.822134,4.43655507,677.6360665,0.984545696,268.7951649,West,High,22189.33571
588.0928532,39.44756559,30.00254232,4.575781915,1059.333741,1.207902348,319.9662356,East,High,28390.84141
673.77471,37.24818722,33.70592176,4.654149078,1709.033121,1.052261346,190.8474674,South,Moderate,23742.74098
635.3687144,45.84927565,31.44597562,4.499956646,1392.137664,0.955105082,261.8154312,West,High,25829.6755
562.4491618,44.74604052,14.06028482,4.390188841,1354.1559,2.731035771,181.0939538,West,Very High,22936.29953
472.0590618,41.50879141,21.50114823,4.141825945,1240.036297,0.804411281,305.9979315,South,Low,18492.88713
634.7537627,55.12089718,32.347144,4.874450005,1602.876806,2.450604659,188.577493,East,High,25850.37827
604.8249612,59.80474027,29.95905304,4.007504905,1379.093923,0.461279616,243.7937646,South,Low,26081.12642
686.2568074,59.49478321,30.83756823,4.146717817,1496.839735,2.212890347,334.6185118,South,Low,26904.47009
678.7089761,55.73203098,27.19299411,4.56713233,1772.743806,3.64391476,275.2877285,West,High,22084.1992
535.3422872,37.09665357,17.08974213,4.486343981,1434.174224,0.845250363,362.0761565,North,Very High,19428.97333
569.1146346,44.03090311,23.3381349,4.64188554,1029.586168,0.727987129,282.9136222,South,High,26740.37604
658.1457652,50.42875905,30.23262403,4.661191722,1612.72648,1.258711546,287.5619798,South,Very High,23980.63024
522.5080385,37.3794862,30.43916095,4.751316341,990.6747166,0.635353426,365.6493832,South,Very High,28281.89051
681.9832266,41.93053363,26.81850251,4.183646428,1609.193835,0.772337895,285.1052169,South,Low,24194.74751
562.5246684,50.57349972,27.44082873,3.755700511,1105.895602,4.262410769,252.6189044,South,Low,23333.23257
684.4506494,62.4637463,24.2144803,4.6926998,1472.580678,2.549303105,303.7349942,East,High,24870.47479
641.5516702,31.74488071,28.85451831,4.264187903,1367.095846,0.670810411,187.7125481,East,High,27140.73826
552.9161093,58.51741788,30.21954717,4.09716583,1440.895733,2.713729529,286.4063756,West,Low,21552.91098
704.2261186,56.59709881,30.50760728,4.605032127,1436.085764,1.093313226,245.1300501,South,High,33591.2154
614.0854835,62.41174299,29.75322964,4.226240278,1345.748064,1.618740681,278.6567034,East,High,24437.10775
683.9010829,65.49565086,35.36290459,4.281858726,1580.574486,1.335878855,289.6678327,North,Moderate,22921.09653
659.3798326,77.05129055,31.88369287,4.460299247,1318.609439,2.659926914,296.7227594,East,Very High,27101.59209
592.7078532,40.20521751,31.5866799,4.628031309,1288.980029,1.736218044,277.3995102,West,High,27530.50551
735.5052078,64.92562703,36.34236443,4.656144318,1452.995077,0.666241993,205.452021,North,Moderate,27491.32739
656.7717149,67.25677735,30.5894939,4.671018531,1544.879103,0.735705467,348.3340891,West,High,27033.93853
578.5205542,33.17367698,29.55841839,3.957700139,1239.42743,0.453444463,322.942319,East,Low,23244.78774
595.0726184,55.59041219,30.92447634,4.560555045,1238.540606,2.259853851,334.4804655,West,Very High,27103.08748
660.6422707,46.36472288,31.27156214,4.572517535,978.1367539,0.526441062,130.8754485,East,High,27601.25627
490.5683309,32.54510779,28.59028024,4.413798071,1152.308427,1.418196491,244.2163062,East,Moderate,18213.08217
628.9515204,54.82842942,17.03641952,4.462734765,1154.686012,1.364236237,266.4028038,North,High,28011.13945
621.5739663,46.04513827,24.26991582,4.10066242,1875.333674,1.128987839,327.1639506,North,Low,18777.50466
770.4792923,74.11601672,29.39502474,4.717616815,1357.437028,2.071990448,210.6195974,East,Very High,32010.61141
447.7283255,32.8086296,30.42635839,4.374197995,1331.185114,0.373671877,294.0841303,West,High,17120.24201
626.3097953,37.40419826,23.89685836,4.384412607,1484.053123,0.619400204,289.051398,South,Very High,23922.24238
613.5849001,61.08041818,33.59499838,4.68087074,1569.731584,2.244699188,241.0305266,West,Very High,23808.63111
572.3776276,42.57822024,30.89926097,4.324678433,1551.532976,0.831867041,101.602802,East,High,20452.16631
640.0772581,55.76093217,31.38278604,4.486392624,1156.23824,2.216625777,182.3307527,South,Very High,26420.55049
644.1536716,50.74746338,36.3531026,4.108279074,1445.477301,1.417757278,116.4054878,East,Low,24564.67864
690.1932725,55.86276158,32.40786985,4.616337092,1733.74359,2.141680957,230.8003176,West,High,24335.69843
590.7232451,47.95258099,25.98422211,4.606717096,1345.710119,1.189959971,208.278803,West,Very High,26589.03219
764.0904528,95.02330601,38.22028503,4.039095914,1893.850641,0.668447871,261.7950123,East,Low,25069.49375
712.3318014,74.77031637,32.51064371,4.036154327,1609.450496,3.52894524,276.5841132,South,Low,24504.22366
688.042862,35.88644867,26.77763558,3.745350429,1573.340709,3.760481822,206.4707425,West,Low,22618.25667
672.2290604,56.53291827,30.68010657,4.316658271,1640.95125,3.301853834,268.048629,West,Very High,21013.34054
394.7379754,33.523488,29.45539812,4.504206349,1349.307787,1.886882606,180.9346734,East,Very High,15097.38453
642.8114757,47.74414205,37.28908381,4.719036851,1291.958858,1.595732903,199.4161731,South,Moderate,28547.88623
549.7804743,45.71713516,33.65395384,4.517294544,1321.132862,0.328499051,341.7099403,East,Very High,22552.70792
605.7367186,57.720369,34.31240702,4.538191834,1723.226786,1.724793222,304.4721197,North,High,20397.68766
671.8738581,51.21919156,27.18765903,4.741837153,1216.637454,0.849341573,204.8049509,West,Moderate,34321.31739
692.1375771,79.98911779,22.70605609,4.537196075,1644.873094,0.626581226,217.0777661,West,Moderate,28202.04608
682.9912856,65.4461569,30.66413996,4.350403535,1407.190531,1.873912224,264.5717114,North,Very High,27384.69126
530.5955649,35.91726276,29.94037311,4.421172191,1559.812252,3.870749841,188.7578877,West,Very High,20751.06839
571.2152994,31.08005964,25.22269573,4.683547801,1456.974729,0.432998171,323.5555146,North,Moderate,22907.48544
371.6177087,18.64840215,32.41161784,4.6104519,1032.406834,1.286568757,238.9463013,South,High,20155.03868
551.0262368,43.29803219,24.18433427,3.976404359,1432.082767,0.749558696,214.2367973,East,Low,23635.39829
643.557304,53.10127664,29.34838881,4.552032057,1024.01805,2.08074227,242.6373785,South,High,26987.60487
714.8715686,79.92206969,27.93543752,4.222441291,1703.868526,2.174794408,245.3361449,East,Very High,23972.13301
615.8146625,49.92719405,27.98373964,4.758414572,1509.971483,1.028803018,208.965093,South,Moderate,23434.08163
535.6007531,41.77134995,20.93950457,4.001985656,1751.422322,1.080144459,273.6724762,North,Low,16188.50147
612.7765826,49.90322733,33.09029874,4.681494551,1573.687074,2.474166635,225.69229,North,Very High,27396.26862
600.3741616,51.46631999,22.27390012,4.692993693,1467.508513,0.919540474,335.0783067,South,High,23209.28071
670.1766118,53.87974278,26.12664496,4.260624592,1291.488355,0.403212976,271.757408,North,Very High,29679.37662
453.7028009,23.95257282,30.85245556,4.305802483,1027.971158,1.828567912,374.4240336,West,Moderate,19913.82853
692.6746913,53.46096521,29.28097963,4.468348966,1271.234507,1.552325325,221.102727,East,High,27513.55715
503.4092144,17.13484206,27.26516344,4.420404136,1207.494664,1.716569605,227.3294977,West,Moderate,21191.80352
662.8929109,51.817174,20.05162437,4.045845782,1419.297998,2.469701435,320.8005863,East,Low,25563.88091
735.8702752,55.21755305,26.21667405,4.186263092,1871.464854,2.508865215,181.1987511,East,Low,21246.47097
553.0556814,54.80456984,30.79045224,4.5399276,1416.076269,1.514290917,238.2297418,East,Very High,22502.5403
651.6808519,71.63352794,27.74229095,4.364662554,1361.558862,1.242716831,273.206052,South,Very High,26861.91394
666.0096931,67.79406333,31.52578811,4.676787437,1520.972336,0.744567485,259.1273018,South,High,23845.86139
618.7665012,64.65071055,31.01228793,4.620650913,1591.821876,0.480564524,243.8157266,West,Very High,27073.56915
654.1489774,40.10286796,29.80246256,4.366237635,1434.254074,1.634824761,314.7700986,West,Very High,23884.27345
338.5800444,40.3583359,17.09998937,4.172418854,1337.782111,2.340481431,254.2945836,East,Low,14840.36697
582.276378,45.23266947,26.72915599,4.068109876,1090.041133,2.773412492,163.9790733,North,Low,29413.37248
659.7041906,55.10790613,29.5458175,4.111660435,1515.504624,3.050990041,307.2233519,South,Low,25631.55764
715.2268419,83.77182151,36.01573951,4.398217793,1358.396486,3.103921183,219.0522831,East,Very High,26447.83868
615.5848455,62.94441387,32.70569575,4.452143776,1582.661362,1.890586114,241.2371313,South,Very High,23954.09334
578.7656183,56.09836987,34.19058477,4.386030476,1366.719157,0.919953369,360.9523677,South,High,24600.50457
578.3991901,39.38869719,30.83248528,4.511206636,1539.844264,1.270003771,150.4719951,West,Moderate,22212.54267
598.3077861,66.39795064,24.65766329,4.054112942,1126.508654,2.025007487,308.5748677,North,Low,23990.93037
623.8542215,71.06371063,36.31502,4.286312213,1092.878382,1.689005477,178.7955875,North,Very High,28221.10718
500.0349229,50.47887171,25.52276068,4.492669111,1488.091784,2.351377362,223.8606885,East,Very High,19914.57704
601.8042384,54.16359219,30.33052806,3.987257085,1447.377361,1.455968261,259.9290552,South,Low,23313.84671
696.6958141,50.88246575,25.53387649,4.601220183,1610.314908,1.6601007,156.8376648,West,Very High,23678.48634
468.4638416,55.45903801,25.95867376,4.171621836,1398.650869,1.281883365,158.1153952,South,Low,18422.04563
670.1380831,47.4225767,29.21691838,4.215811795,1643.670062,1.280109037,297.8910736,North,High,24801.60108
579.6500997,41.5246847,23.61707116,4.374732685,1464.914451,3.329810427,230.3576859,South,High,19175.00191
681.0074479,67.22492837,29.86536276,4.488279371,1509.740711,1.035830504,312.8851501,West,Very High,31468.01786
561.0151682,17.90133046,16.40649624,4.486344017,1492.316069,2.035182158,278.6806976,South,Very High,22490.54331
308.9782151,10.2620967,24.9429868,4.0990816,1115.695596,0.818787263,169.6768965,East,Low,13939.42292
433.7096355,21.29282368,26.88598407,4.281470892,1465.367662,3.379954369,197.3863633,South,Very High,17204.32345
760.5799438,62.07610007,34.2002851,4.739479138,1705.075554,0.766785982,309.1428231,East,Very High,33049.75345
636.4094129,54.70412919,36.20595057,4.189573125,1062.926673,0.891755564,115.0831358,North,Low,27149.23372
616.6355527,60.55196125,16.74491096,4.238613608,1487.853744,2.685372422,244.3987534,North,Very High,22442.47859
667.076999,87.16239804,29.67723291,4.51006095,1399.725531,1.938488723,280.8250266,South,Moderate,24435.90853
567.3361883,41.17151758,23.7059484,4.476125705,1254.918513,1.363080423,195.3316371,West,Moderate,27547.92792
479.9862913,39.72717285,31.81054677,4.445006199,1220.402101,2.222557256,284.9383262,South,Very High,22091.51938
623.6950447,48.81966839,33.48464573,4.541144179,1470.237703,1.543063024,325.3900304,South,Very High,24377.12459
616.7692449,43.74423923,34.14033143,4.550099035,1128.297743,1.113879432,285.0614683,East,Moderate,27043.59094
